is_red_wine,alcohol,density,volatile acidity,chlorides,quality_label
1,9.7,0.99636,0.69,0.114,0
0,10.1,0.9934,0.2,0.047,0
0,10.0,0.994,0.22,0.053,1
0,10.4,0.99479,0.26,0.038,0
1,9.4,0.9973,0.58,0.066,0
1,12.0,0.99615,0.31,0.079,0
0,10.8,0.9938,0.22,0.054,0
0,11.4,0.9914,0.33,0.167,0
0,9.2,1.0005,0.56,0.051,1
0,10.2,0.99545,0.225,0.054,0
0,10.7,0.99581,0.13,0.042,0
0,10.5,0.9953,0.17,0.053,0
0,8.9,0.99851,0.39,0.057,0
1,9.5,0.99855,0.78,0.09,1
0,9.1,0.9965,0.25,0.042,1
0,11.1,0.99133,0.2,0.05,1
0,12.5,0.99064,0.31,0.033,0
0,8.7,1.0,0.27,0.046,1
0,12.7,0.98961,0.23,0.025,0
0,13.1,0.989,0.28,0.026,0
0,10.6,0.9926,0.21,0.038,1
0,11.3,0.9908,0.145,0.042,0
0,9.9,0.99352,0.14,0.026,1
1,11.4,0.99544,0.58,0.1,0
0,11.8,0.9921,0.24,0.038,0
0,10.2,0.9955,0.265,0.048,1
0,10.0,0.9922,0.31,0.038,1
0,11.5,0.99158,0.305,0.047,0
1,12.8,0.99473,0.33,0.067,0
0,9.2,0.9932,0.76,0.043,1
0,11.1,0.99062,0.2,0.023,0
0,10.4,0.99296,0.22,0.039,0
0,12.7,0.99174,0.27,0.026,1
0,9.5,0.99586,0.27,0.055,0
0,10.8,0.99215,0.27,0.035,0
0,11.0,0.99158,0.21,0.043,0
0,11.8,0.9911,0.14,0.035,0
0,9.8,0.9954,0.31,0.069,0
1,9.5,0.996,0.67,0.186,1
0,8.6,0.99864,0.36,0.054,1
1,11.5,0.99479,0.54,0.081,0
0,10.6,0.99167,0.41,0.037,0
0,9.3,0.9929,0.4,0.048,1
0,10.0,0.99568,0.37,0.057,1
0,10.3,0.9946,0.13,0.058,0
0,13.3,0.98916,0.33,0.041,0
1,9.1,0.9971,0.52,0.067,1
0,11.2,0.99266,0.32,0.043,0
0,10.4,0.9928,0.22,0.041,0
0,10.8,0.99144,0.17,0.042,0
0,10.4,0.99454,0.25,0.046,1
1,9.6,0.99529,0.48,0.074,1
0,10.6,0.9952,0.12,0.049,0
1,9.5,0.9994,0.41,0.213,0
1,9.5,0.99727,0.4,0.157,0
0,9.4,0.9986,0.22,0.052,1
0,10.0,0.9922,0.29,0.038,1
0,12.2,0.98972,0.15,0.042,0
1,10.0333333333333,0.99704,0.475,0.091,0
0,10.15,0.99365,0.16,0.034,0
0,12.5,0.9915,0.27,0.038,0
0,10.4,0.9954,0.24,0.035,0
0,8.9,0.998,0.18,0.053,0
0,10.8,0.9925,0.18,0.045,0
0,10.1,0.9931,0.4,0.047,0
0,12.8,0.99,0.24,0.047,0
0,12.4,0.99002,0.27,0.05,0
0,9.5,0.9944,0.28,0.056,1
1,10.5,0.9966,0.49,0.077,1
0,10.9,0.99032,0.59,0.037,1
0,9.3,0.9974,0.55,0.049,0
0,9.4,0.99548,0.13,0.056,0
0,9.5,0.9968,0.24,0.051,1
0,10.0,0.9948,0.24,0.047,0
0,11.4666666666667,0.99085,0.27,0.037,0
1,9.6,0.99855,0.63,0.083,1
0,12.1,0.98942,0.35,0.034,0
1,10.1,0.99697,0.6,0.079,0
0,10.5,0.9922,0.16,0.031,0
0,11.1,0.99154,0.25,0.054,0
1,10.9,0.99974,0.45,0.073,0
1,11.0,0.99495,0.36,0.06,0
0,10.5,0.9924,0.31,0.032,1
0,11.7,0.9917,0.31,0.032,0
1,10.1,0.9984,0.64,0.115,0
1,11.4,0.9956,0.38,0.098,0
1,11.7,1.0002,0.53,0.118,0
0,10.3,0.9943,0.16,0.057,0
1,11.3,0.99586,0.68,0.103,0
0,10.7,0.9932,0.24,0.032,0
1,9.5,0.9968,0.58,0.073,0
0,11.8,0.9918,0.25,0.031,0
0,12.1,0.98976,0.23,0.03,0
0,12.0,0.99006,0.17,0.036,0
0,10.3,0.9927,0.33,0.051,1
1,12.1,0.9952,0.34,0.064,0
0,9.4,0.9946,0.19,0.05,0
0,9.0,0.9983,0.28,0.047,0
1,10.8,0.99736,0.635,0.08,0
0,9.4,0.995,0.27,0.038,0
1,10.9,0.99538,0.64,0.08,1
0,10.0,0.9941,0.3,0.051,1
0,10.8,0.99468,0.22,0.046,1
0,11.4,0.9928,0.3,0.025,0
1,10.8,0.99562,0.81,0.07,0
0,10.0,0.9938,0.24,0.048,0
0,12.8,0.98974,0.32,0.062,0
1,9.7,0.998,0.4,0.125,0
1,9.7,0.99739,0.745,0.077,0
0,10.1,0.99266,0.3,0.054,1
1,10.9,0.99901,0.28,0.114,0
0,9.3,0.9983,0.37,0.039,0
0,11.3,0.99054,0.23,0.027,0
0,12.3333333333333,0.99,0.305,0.036,1
0,9.0,0.9955,0.29,0.034,0
0,9.7,0.99632,0.19,0.043,0
0,8.5,1.00038,0.18,0.054,0
1,9.2,0.99672,0.91,0.074,1
0,11.9,0.9934,0.24,0.039,0
1,10.4,0.9956,0.46,0.077,0
0,12.5,0.99035,0.24,0.044,0
0,10.2,0.99518,0.23,0.042,0
1,9.4,1.0006,0.38,0.081,1
0,9.3,0.9966,0.3,0.049,0
0,10.5,0.9928,0.27,0.025,0
0,11.2,0.99474,0.3,0.018,0
0,12.0,0.99742,0.43,0.032,0
0,9.8,0.99438,0.3,0.087,1
0,11.8,0.9908,0.17,0.028,0
0,9.3,0.9975,0.52,0.048,0
1,9.9,0.999,1.035,0.073,1
1,9.6,0.9973,0.52,0.074,0
0,11.6,0.9926,0.3,0.053,0
0,9.9,0.99112,0.175,0.043,0
1,9.1,0.997,0.665,0.112,1
0,11.6,0.9922,0.35,0.022,0
0,12.0,0.99014,0.25,0.03,0
1,11.0,0.9972,0.35,0.07,0
0,9.1,0.9986,0.26,0.067,0
1,9.3,0.9969,0.63,0.088,1
0,10.3,0.99486,0.23,0.042,0
0,11.5,0.9909,0.2,0.03,0
0,10.2,0.9938,0.57,0.04,1
0,9.9,0.998,0.26,0.051,1
0,9.9,0.9945,0.29,0.034,0
0,9.3,0.9972,0.29,0.043,1
1,11.2,0.99684,0.48,0.089,0
0,9.1,0.9964,0.31,0.048,1
1,10.4,1.0026,0.65,0.11,0
1,11.4,0.9948,1.09,0.061,1
0,9.3,0.9953,0.31,0.04,0
0,10.7,0.99126,0.17,0.036,0
0,9.9,0.9928,0.36,0.049,0
0,10.3,0.99244,0.37,0.175,0
1,9.0,0.9978,0.42,0.08,1
0,9.3,0.9998,0.16,0.037,1
0,12.4,0.991,0.45,0.033,0
0,12.2,0.99122,0.33,0.018,0
0,10.5,0.9962,0.33,0.036,0
0,10.8,0.9922,0.17,0.028,0
0,11.7,0.9956,0.13,0.058,0
0,11.7,1.03898,0.965,0.074,0
0,11.8,0.9932,0.21,0.031,0
0,10.5,0.993,0.15,0.055,0
0,10.6,0.99567,0.24,0.035,0
0,11.2,0.9941,0.29,0.042,0
0,9.3,0.9986,0.43,0.056,1
1,9.8,0.9987,0.31,0.072,0
1,10.6,0.99676,0.35,0.058,0
0,9.3,0.9934,0.36,0.066,1
1,10.9,0.9955,0.96,0.047,1
0,12.6,0.99,0.44,0.03,0
0,9.5,0.9946,0.36,0.118,0
0,9.2,0.99626,0.4,0.055,1
1,12.2,0.99191,0.6,0.063,0
0,9.3,0.99668,0.2,0.048,0
0,12.8,0.9912,0.46,0.033,0
0,10.7,0.992,0.28,0.044,0
1,10.5,0.99677,0.31,0.074,0
0,12.0,0.9935,0.28,0.036,0
0,10.4,0.9924,0.26,0.053,0
0,13.2,0.98951,0.4,0.016,0
0,10.6,0.99178,0.23,0.018,1
0,9.8,0.99218,0.17,0.03,1
0,10.9,0.993,0.09,0.032,0
0,10.8,0.99564,0.205,0.051,0
1,9.6,0.99534,0.83,0.074,1
0,9.2,0.9991,0.3,0.045,1
0,12.8,0.99054,0.36,0.029,0
0,10.0,0.9964,0.27,0.063,1
0,9.8,0.992,0.17,0.034,0
0,12.2,0.99182,0.19,0.032,0
0,10.6,0.99074,0.21,0.038,0
0,11.0,0.9912,0.19,0.026,0
1,11.6,0.99378,0.795,0.065,1
0,12.1,0.9912,0.18,0.04,0
0,10.6,0.9952,0.24,0.038,0
0,9.9,0.99286,0.34,0.044,1
1,13.5666666666667,0.99182,0.47,0.048,0
0,9.7,0.99524,0.25,0.05,1
1,11.4,0.9947,0.34,0.066,0
0,10.5,0.99273,0.26,0.043,1
1,9.5,0.9968,0.73,0.074,1
1,11.0,0.99685,0.52,0.081,1
0,11.8,0.9906,0.23,0.033,0
0,11.0,0.99215,0.14,0.039,0
1,11.8,0.99565,0.29,0.075,0
1,12.7,0.995,0.865,0.071,0
0,9.9,0.99612,0.29,0.048,0
0,9.4,0.9924,0.33,0.185,1
1,9.3,0.997,0.62,0.079,0
0,12.0,0.99026,0.12,0.034,0
0,9.4,0.99471,0.43,0.157,1
0,10.1,0.99274,0.36,0.145,0
0,10.0,0.9986,0.445,0.045,0
1,9.4,0.9992,0.69,0.084,1
1,10.1,0.99586,0.34,0.075,0
0,9.5,0.9966,0.22,0.047,0
1,9.5,0.9988,0.28,0.105,1
0,12.0,0.98972,0.21,0.039,0
0,9.4,0.99681,0.585,0.086,1
0,11.6,0.99457,0.33,0.035,0
0,11.0,0.99442,0.31,0.021,0
0,10.1,0.9937,0.16,0.047,0
0,10.5,0.99724,0.18,0.047,0
0,12.9,0.98976,0.29,0.035,0
0,11.5,0.9909,0.19,0.036,0
1,9.3,0.999,0.69,0.088,1
0,12.4,0.99063,0.33,0.027,0
1,9.5,0.9963,0.965,0.112,1
0,12.3,0.99002,0.335,0.033,0
0,11.1,0.99127,0.13,0.044,1
0,11.4,0.9911,0.25,0.04,0
0,10.6,0.99394,0.27,0.043,0
0,11.5,0.9928,0.26,0.022,0
0,11.8,0.9924,0.3,0.034,0
0,12.5,0.99151,0.36,0.034,0
0,12.8,0.9892,0.66,0.029,0
0,10.8,0.99629,0.28,0.032,1
1,9.5,0.99685,0.38,0.073,0
1,9.3,0.9964,0.685,0.111,1
0,9.1,0.999,0.23,0.04,0
0,10.6,0.9918,0.28,0.034,0
0,9.5,0.993,0.33,0.061,1
0,9.6,0.9983,0.24,0.046,0
0,10.4,0.9928,0.15,0.047,0
0,8.8,0.9999,0.23,0.05,1
0,9.8,0.9954,0.28,0.038,1
0,10.3,0.99185,0.27,0.076,0
0,13.4,0.98975,0.43,0.036,0
0,9.8,0.9976,0.23,0.035,0
0,8.5,0.99398,0.36,0.054,1
0,12.2,0.99142,0.23,0.06,0
0,12.3,0.9893,0.18,0.023,0
0,11.2,0.99067,0.31,0.027,0
1,10.5,0.99774,0.5,0.065,0
1,9.4,0.9984,0.47,0.084,1
0,11.9,0.9907,0.36,0.026,0
0,9.4,0.99537,0.32,0.048,1
0,11.4,0.9939,0.22,0.036,0
0,9.4,0.99863,0.23,0.048,0
0,10.6,0.9912,0.24,0.038,0
0,10.7,0.99222,0.27,0.04,0
0,9.4,0.9946,0.37,0.064,1
0,11.0,0.99074,0.18,0.034,0
1,9.2,0.99499,0.59,0.082,1
0,12.5,0.9904,0.23,0.026,0
0,11.0,0.9937,0.29,0.048,0
1,10.5,0.99294,0.56,0.078,0
0,9.6,0.99662,0.5,0.046,1
0,10.4,0.99524,0.25,0.041,0
0,10.9,0.99414,0.39,0.037,0
0,8.7,0.9976,0.41,0.051,1
0,11.0,0.99176,0.23,0.035,0
1,9.5,0.99588,0.745,0.114,0
0,12.5,0.99144,0.39,0.035,0
1,9.9,0.99622,0.6,0.08,1
1,9.5,0.9983,0.55,0.078,0
0,11.0,0.9913,0.21,0.034,0
0,10.0,0.9931,0.31,0.053,1
0,13.4,0.98968,0.42,0.038,0
0,9.5,0.99438,0.185,0.048,0
0,12.0,0.9932,0.38,0.044,0
0,12.5,0.9914,0.36,0.038,0
0,12.0,0.9977,0.4,0.041,0
0,10.8,0.99296,0.32,0.038,1
0,11.3,0.9917,0.34,0.033,0
1,11.2,0.99438,0.56,0.074,0
0,10.6,0.99519,0.18,0.057,0
0,11.7,0.98949,0.15,0.037,0
1,10.4,0.99636,0.5,0.078,1
1,10.2,0.99613,0.44,0.063,0
1,12.0,0.99384,0.34,0.067,0
1,11.8,0.99474,0.52,0.06,0
1,9.5,0.9974,0.58,0.08,1
1,11.0,0.99521,0.74,0.1,1
1,9.7,0.99581,0.39,0.075,0
0,10.3,0.99132,0.225,0.074,0
0,9.3,0.996,0.4,0.053,1
0,10.9,0.9949,0.26,0.072,0
0,9.2,0.998,0.16,0.044,0
1,9.8,0.9966,0.735,0.081,1
0,12.6,0.98914,0.3,0.014,0
0,10.1,0.9935,0.2,0.043,1
0,8.8,0.99782,0.27,0.044,0
0,9.2,0.9967,0.23,0.042,1
0,9.0,0.9957,0.34,0.045,0
0,10.4,0.9944,0.3,0.045,0
1,10.3,0.99564,0.57,0.081,0
0,9.3,0.99396,0.495,0.157,1
0,10.9,0.99193,0.22,0.039,1
0,11.5,0.99326,0.22,0.05,0
0,9.8,0.9945,0.18,0.041,0
0,8.7,0.9948,0.22,0.052,1
1,12.3,0.99376,0.23,0.069,0
1,9.5,0.99668,0.41,0.079,0
1,10.0,0.99685,0.725,0.083,0
0,8.6,1.0001,0.36,0.052,1
0,10.1,0.9926,0.24,0.037,0
0,10.3,0.9962,0.29,0.05,1
0,11.0,0.9923,0.35,0.04,1
0,9.4,0.99352,0.19,0.052,0
0,10.9,0.99225,0.24,0.033,0
0,11.8,0.993,0.55,0.026,1
0,12.4,0.9898,0.32,0.036,0
0,8.8,0.99414,0.36,0.053,1
1,9.4,0.9968,0.41,0.611,1
0,11.4,0.9902,0.21,0.035,0
0,12.2,0.9911,0.27,0.063,0
0,9.7,0.9931,0.34,0.058,1
0,11.2,0.9907,0.15,0.043,0
0,11.1,0.99237,0.27,0.034,0
0,10.9,0.991,0.16,0.057,0
0,8.6,0.9966,0.14,0.05,1
1,12.5,0.99386,0.25,0.041,0
1,10.1,0.99796,0.66,0.094,1
0,9.5,0.9935,0.25,0.056,1
0,10.1,0.99724,0.25,0.05,0
0,9.6,0.9975,0.19,0.038,0
0,10.5,0.993,0.2,0.053,1
0,9.4,0.99566,0.31,0.043,0
1,10.6,0.996,0.4,0.082,0
0,10.9,0.99176,0.21,0.057,1
0,9.5,0.9956,0.26,0.079,1
0,9.7,0.99271,0.38,0.058,0
1,10.4,1.0,0.43,0.109,0
0,11.0,0.9954,0.28,0.045,0
0,9.3,1.0006,0.21,0.049,0
0,10.0,0.9922,0.31,0.04,1
0,11.6,0.9938,0.31,0.043,1
0,12.6,0.9903,0.26,0.04,0
1,12.0,0.99408,0.34,0.057,0
0,9.8,0.9965,0.22,0.035,0
0,10.1,0.99776,0.25,0.064,0
0,9.5,0.9965,0.24,0.029,1
0,12.2,0.99198,0.3,0.058,0
0,12.2,0.9918,0.32,0.039,0
0,10.6,0.9926,0.24,0.042,1
0,12.0,0.9944,0.26,0.042,0
0,11.6,0.9935,0.36,0.045,0
0,9.0,0.99835,0.23,0.051,0
0,11.6,0.99126,0.28,0.046,0
0,10.2,0.999,0.27,0.051,1
0,9.4,0.9968,0.32,0.047,1
1,9.3,1.001,0.655,0.122,1
0,11.1,0.992,0.23,0.032,0
0,12.7,0.98865,0.2,0.034,0
0,13.3,0.98936,0.36,0.036,0
0,10.2,0.99432,0.695,0.042,1
1,11.7,0.9986,0.4,0.097,0
0,12.5,0.9894,0.39,0.027,0
1,10.0,0.99608,0.835,0.166,1
0,10.1,0.99224,0.27,0.146,1
0,10.0,0.9935,0.16,0.039,1
0,9.1,0.9945,0.51,0.066,1
1,9.4,0.99659,0.55,0.07,0
0,9.3,1.0,0.59,0.038,1
1,9.7,0.9968,0.4,0.085,0
0,11.0,0.9917,0.21,0.034,0
0,9.6,0.9942,0.145,0.05,0
0,10.8,0.9938,0.29,0.034,1
0,12.2,0.99032,0.235,0.036,1
0,10.1,0.9948,0.22,0.054,0
0,9.2,0.9919,0.14,0.039,0
0,12.3,0.99058,0.29,0.035,0
0,10.5,0.9938,0.25,0.04,1
0,11.5,0.9937,0.31,0.034,1
1,8.7,0.9988,0.42,0.084,0
1,9.5,0.99569,0.66,0.096,1
1,12.9,0.9932,0.6,0.058,0
0,10.0,0.9946,0.34,0.063,1
0,9.2,0.9966,0.12,0.058,0
1,9.2,1.0015,0.49,0.071,0
0,10.5,0.9928,0.26,0.047,0
1,10.3,0.999,0.22,0.078,0
1,10.9,0.99925,0.38,0.093,0
0,9.2,1.0012,0.21,0.054,1
0,9.4,0.9984,0.18,0.051,0
0,11.3,0.9955,0.43,0.033,0
0,12.4,0.9912,0.16,0.044,0
1,9.8,1.00025,0.87,0.096,1
0,11.3,0.99108,0.28,0.052,0
1,10.7,0.9966,1.185,0.097,1
0,12.5,0.99134,0.26,0.032,0
0,10.0,0.9941,0.26,0.049,1
0,12.6,0.98942,0.29,0.037,0
0,10.6,0.9928,0.21,0.069,0
1,9.4,0.99738,0.59,0.089,1
0,11.4,0.99444,0.38,0.043,0
0,8.8,0.9963,0.24,0.045,1
0,13.1,0.9924,0.55,0.027,0
0,9.2,0.9971,0.34,0.082,1
0,12.0,0.9912,0.2,0.038,0
0,10.2,0.9934,0.23,0.049,0
0,11.3,0.99121,0.13,0.034,0
1,11.5,0.99331,0.305,0.059,0
0,9.3,0.9979,0.67,0.052,0
0,11.2,0.99132,0.24,0.045,1
0,12.3,0.98876,0.37,0.024,0
0,13.1,0.98898,0.28,0.038,0
0,12.4,0.98895,0.29,0.029,0
0,12.9,0.99188,0.35,0.032,0
1,10.8,0.99639,0.6,0.055,1
0,12.3,0.99172,0.4,0.03,0
0,10.5,0.99456,0.15,0.035,0
0,12.2,0.98924,0.34,0.033,0
0,9.0,0.9994,0.22,0.039,0
0,10.6,0.9951,0.16,0.043,1
0,10.8,0.992,0.32,0.034,0
1,11.4,0.9994,0.6,0.075,1
0,10.6,0.9916,0.36,0.031,1
0,9.1,0.9983,0.64,0.244,1
0,10.6,0.99156,0.16,0.028,0
0,10.4,0.9953,0.41,0.042,1
1,12.2,0.99674,0.46,0.065,0
1,10.0,0.9962,0.915,0.088,1
1,9.0,1.0006,0.46,0.071,0
0,10.2,0.99432,0.695,0.042,1
0,10.7,0.99202,0.28,0.043,0
0,12.4,0.992,0.41,0.03,0
0,10.3,0.993,0.22,0.059,0
0,9.2,1.00037,0.2,0.039,0
0,9.6,0.99358,0.24,0.035,0
0,12.9,0.98834,0.255,0.037,0
0,10.5,0.9914,0.22,0.045,0
0,9.2,0.995,0.25,0.049,0
0,9.1,0.9983,0.56,0.096,1
1,9.4,0.99785,0.54,0.097,1
0,9.2,0.9999,0.32,0.05,1
0,10.8,0.99563,0.25,0.024,0
1,12.3,0.9952,0.84,0.059,0
0,9.63333333333333,0.99266,0.41,0.066,1
0,8.8,0.99924,0.23,0.038,1
1,9.4,0.9968,0.745,0.118,1
0,9.6,0.9949,0.32,0.047,1
0,9.6,0.9955,0.36,0.053,0
0,10.5,0.9916,0.18,0.045,0
0,11.6,0.99116,0.27,0.037,0
0,10.8,0.9914,0.41,0.063,0
0,10.7,0.99256,0.18,0.044,0
1,10.4,0.9977,0.6,0.058,0
0,10.8,0.9922,0.19,0.04,0
0,10.7,0.99346,0.32,0.05,1
0,11.4,0.9957,0.45,0.051,0
0,10.4,0.99305,0.23,0.043,1
0,9.4,0.9934,0.24,0.052,1
0,10.5,0.9952,0.26,0.034,0
0,11.1,0.99173,0.28,0.039,1
0,11.4,0.99234,0.38,0.043,0
0,10.8,0.9925,0.19,0.043,1
0,11.0,0.99224,0.52,0.046,0
0,11.3,0.9917,0.25,0.042,1
0,9.6,0.99745,0.29,0.046,0
0,9.0,0.99872,0.32,0.063,1
1,11.8,0.99562,0.31,0.056,1
1,9.23333333333333,0.99842,0.84,0.074,0
0,9.4,0.99676,0.24,0.051,1
0,11.3,0.9904,0.3,0.036,1
0,11.8,0.9958,0.52,0.034,0
0,10.1,0.99571,0.25,0.049,0
0,10.3,0.9927,0.24,0.038,0
1,10.9,0.99467,0.9,0.052,0
0,9.5,0.997,0.3,0.032,0
1,9.0,0.9984,0.52,0.081,0
0,11.6,0.9941,0.39,0.044,1
1,10.5,0.9956,0.58,0.091,1
0,9.2,0.99536,0.17,0.044,0
1,9.3,0.9963,0.37,0.077,1
0,11.2,0.99036,0.17,0.041,0
1,10.2,0.9956,0.64,0.085,1
0,8.7,0.99769,0.34,0.059,0
0,9.9,0.99286,0.26,0.05,1
1,11.5,0.9982,0.5,0.069,0
0,10.0,0.993,0.21,0.037,0
1,10.5,0.9938,1.02,0.045,1
1,9.4,0.99694,0.34,0.082,1
1,9.3,0.9957,0.44,0.076,1
0,10.3,0.9924,0.28,0.04,0
0,9.2,0.9946,0.41,0.052,1
0,9.5,0.995,0.19,0.04,0
0,11.0,0.99096,0.16,0.036,0
0,12.6,0.9909,0.36,0.039,0
0,9.2,0.9963,0.2,0.086,1
1,10.3,0.99603,0.43,0.081,1
1,10.3,0.9959,0.3,0.069,0
0,9.2,0.9932,0.21,0.137,0
0,12.6,0.99148,0.4,0.037,0
0,11.4333333333333,0.99136,0.16,0.064,0
0,12.3,0.99116,0.43,0.043,0
1,11.4,0.99533,0.715,0.068,0
0,10.3,0.99334,0.32,0.033,0
0,9.5,0.99782,0.46,0.168,1
0,11.2,0.992,0.24,0.037,0
0,10.0,0.9932,0.15,0.036,1
0,12.7,0.99134,0.32,0.022,0
0,13.1,0.9897,0.35,0.034,0
0,9.5,0.99592,0.28,0.04,0
0,11.7,0.9925,0.13,0.046,0
1,13.4,0.997,0.44,0.114,0
1,10.8,0.9994,0.39,0.095,0
0,10.7,0.9947,0.26,0.03,0
0,11.9,0.99189,0.31,0.038,0
1,10.5,0.9966,0.4,0.09,0
0,9.6,0.9967,0.23,0.036,0
0,9.8,0.99558,0.34,0.04,0
0,10.0,0.9968,0.91,0.056,1
0,11.9,0.9911,0.37,0.037,0
0,11.2,0.99406,0.25,0.036,0
0,13.9,0.9894,0.34,0.03,0
0,10.2,0.9934,0.36,0.046,1
0,10.9,0.99311,0.22,0.028,0
0,9.7,0.996,0.26,0.051,1
0,9.7,0.9958,0.28,0.031,0
0,10.5666666666667,0.99212,0.51,0.048,1
0,9.7,0.9944,0.6,0.044,1
0,12.5,0.99042,0.28,0.03,0
0,9.8,0.9982,0.41,0.048,0
0,12.6,0.98942,0.36,0.032,0
0,8.8,0.99942,0.21,0.05,0
1,10.8,0.9994,0.3,0.095,0
0,9.1,0.9934,0.18,0.055,1
0,9.4,0.9984,0.32,0.039,0
0,9.8,0.9942,0.36,0.036,1
1,10.8,0.99818,0.45,0.099,1
0,12.7,0.9927,0.45,0.026,0
0,12.0,0.9899,0.16,0.037,0
1,9.6,0.9991,0.59,0.07,1
1,12.8,0.9956,0.27,0.072,0
0,9.2,0.9965,0.34,0.04,0
0,11.0,0.99296,0.28,0.031,0
1,9.4,0.9968,0.59,0.074,1
0,9.3,0.99372,0.23,0.053,1
0,10.1,0.99392,0.21,0.043,0
0,9.3,0.9946,0.135,0.042,0
0,12.5,0.99092,0.22,0.029,0
0,10.3,0.99319,0.16,0.046,0
0,9.1,0.9942,0.3,0.048,0
0,8.9,0.9975,0.28,0.048,1
1,9.1,0.99784,0.42,0.104,1
0,9.4,0.997,0.21,0.05,1
0,12.0,0.98961,0.17,0.04,0
0,9.8,0.9948,0.31,0.042,1
0,10.2,0.99742,0.15,0.044,0
1,11.5,0.99357,1.01,0.039,0
0,11.5,0.9922,0.32,0.028,0
0,10.9,0.9942,0.38,0.045,0
0,12.75,0.98963,0.28,0.026,0
0,13.0,0.98889,0.41,0.032,0
1,11.0,0.9968,0.53,0.123,1
1,9.3,0.9967,0.73,0.108,1
0,13.5,0.9874,0.61,0.009,1
0,10.4,0.9923,0.37,0.028,1
0,11.0,0.99036,0.615,0.032,1
0,13.5,0.98934,0.36,0.033,0
0,10.4,0.9929,0.495,0.046,0
0,12.0,0.98984,0.18,0.034,0
0,9.4,0.9952,0.28,0.045,0
0,12.7,0.99,0.22,0.045,0
0,12.2,0.9935,0.4,0.034,0
0,9.0,0.9939,0.3,0.04,1
1,9.3,0.99774,0.45,0.082,0
0,10.0,0.99438,0.24,0.043,1
0,12.6,0.991,0.32,0.044,1
1,11.7,0.9964,0.3,0.08,0
1,9.5,0.9968,0.715,0.089,1
0,11.0,0.99114,0.33,0.032,0
0,11.0,0.9924,0.49,0.047,1
1,11.1,0.99518,0.47,0.058,0
0,11.0,0.9914,0.25,0.068,0
0,11.6,0.9914,0.27,0.047,0
0,9.7,0.99485,0.34,0.034,1
0,10.9,0.9921,0.24,0.044,0
0,11.0,0.9927,0.35,0.035,0
0,10.4,0.992,0.21,0.036,1
0,9.8,0.9942,0.19,0.039,1
0,10.1333333333333,0.99365,0.16,0.034,0
0,13.4,0.98862,0.45,0.04,0
1,9.6,0.9988,0.63,0.097,1
0,10.9,0.9937,0.23,0.044,1
1,12.5,0.99356,0.31,0.082,0
0,13.0,0.98854,0.6,0.031,0
0,10.4,0.99347,0.15,0.029,0
1,11.6,0.99402,0.74,0.089,0
0,11.5,0.99112,0.21,0.029,0
0,11.6,0.99132,0.38,0.038,0
0,9.4,0.9956,0.11,0.057,0
1,12.5,0.99352,0.58,0.044,0
1,9.4,0.9978,0.4,0.085,1
0,11.5,0.99206,0.21,0.038,0
1,11.4,0.996,0.43,0.068,0
0,10.5,0.9917,0.33,0.038,0
0,9.5,0.99542,0.26,0.05,1
1,10.8,0.99526,0.37,0.038,0
0,11.1,0.9963,0.31,0.059,0
1,11.5,0.9965,0.76,0.075,0
0,12.3,0.9908,0.23,0.033,0
0,9.6,0.9978,0.16,0.057,0
0,10.0,0.9941,0.31,0.041,1
0,11.7,0.9902,0.2,0.034,1
0,9.0,0.9982,0.26,0.047,1
0,10.7,0.99176,0.14,0.028,0
0,13.5,0.98815,0.41,0.034,0
0,11.4,0.9908,0.16,0.027,0
0,10.8,0.99201,0.44,0.03,0
0,12.1,0.99286,0.32,0.026,0
0,10.5,0.9916,0.31,0.036,0
0,10.8,0.99293,0.22,0.042,0
1,10.5,0.9996,0.38,0.081,1
0,10.8,0.9959,0.58,0.033,0
0,12.9,0.98936,0.22,0.018,0
0,9.7,0.99297,0.35,0.049,0
1,9.4,0.99554,0.4,0.076,0
1,12.1,0.9974,0.51,0.077,0
1,9.0,0.9972,0.545,0.08,0
0,9.1,0.9984,0.28,0.049,0
0,9.2,0.9971,0.38,0.04,1
0,11.4,0.9917,0.26,0.031,1
0,10.4,0.992,0.25,0.049,0
0,10.3,0.99572,0.29,0.06,0
0,9.2,0.9958,0.25,0.045,1
0,12.3,0.992,0.43,0.039,0
0,9.2,0.9936,0.27,0.048,0
1,11.8,0.9947,0.18,0.066,0
0,9.1,0.9989,0.33,0.045,1
0,10.8,0.99325,0.39,0.038,0
0,9.1,0.994,0.56,0.045,0
0,9.1,0.99834,0.22,0.046,0
0,12.4,0.99,0.37,0.03,0
1,10.1,0.9996,0.18,0.104,0
0,9.5,0.99274,0.41,0.032,1
0,9.5,0.99422,0.15,0.051,0
1,9.6,0.9976,0.775,0.079,1
0,8.7,0.9984,0.23,0.073,0
0,9.3,0.9945,0.18,0.186,1
0,10.2,0.99521,0.32,0.036,0
1,9.7,0.9971,0.31,0.111,1
0,12.8,0.98959,0.24,0.039,0
0,11.0,0.99244,0.23,0.03,0
0,11.1,0.9948,0.28,0.037,1
0,10.6,0.99362,0.19,0.044,1
0,10.9,0.99184,0.42,0.034,1
0,12.1,0.99192,0.15,0.033,0
1,9.2,0.9973,0.65,0.112,1
0,8.7,1.00055,0.24,0.057,1
0,8.7,0.9976,0.46,0.05,1
0,11.4,0.9938,0.27,0.047,0
